amfi_code,fund_house,scheme_name,category,sub_category,plan,launch_date,benchmark,expense_ratio_pct,exit_load_pct,min_sip_amount,min_lumpsum_amount,fund_manager,risk_category,sebi_category_code,source_file,[TRUNCATED_CONTENT_REPLACED_WITH_FULL_FILE_FOR_MOVE],date,aum_lakh_crore,aum_crore,num_schemes,month,sip_inflow_crore,active_sip_accounts_crore,new_sip_accounts_lakh,sip_aum_lakh_crore,yoy_growth_pct,net_inflow_crore,total_folios_crore,equity_folios_crore,debt_folios_crore,hybrid_folios_crore,others_folios_crore,return_1yr_pct,return_3yr_pct,return_5yr_pct,benchmark_3yr_pct,alpha,beta,sharpe_ratio,sortino_ratio,std_dev_ann_pct,max_drawdown_pct,morningstar_rating,risk_grade,investor_id,transaction_date,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,stock_symbol,stock_name,sector,weight_pct,market_value_cr,current_price_inr,portfolio_date,index_name,close_value,nav
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24061.41,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24238.56,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24280.25,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24494.37,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24223.82,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24115.15,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24060.94,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24153.86,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24091.1,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24536.77,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24304.68,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24520.15,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24780.22,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24893.39,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24840.97,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24848.9,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,25027.64,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24713.9,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24597.57,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24501.18,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24622.43,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24854.82,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,25273.35,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24902.29,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24705.34,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24647.95,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24772.26,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24939.69,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24711.86,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24799.95,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24297.03,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24366.79,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24373.18,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24364.9,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24298.41,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24292.13,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24367.8,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24713.22,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24466.13,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24423.14,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24543.24,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24542.81,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24579.47,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24473.33,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24651.04,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24227.91,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24043.2,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24442.96,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24209.74,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24048.92,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23905.67,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23811.3,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23818.88,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24041.73,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24147.4,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24112.24,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24471.76,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24399.9,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24423.04,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24458.55,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24640.52,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24420.96,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24228.6,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24428.0,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24799.47,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24737.41,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24494.8,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24268.79,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24487.26,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24162.88,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24187.03,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24163.65,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24041.81,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23884.78,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24032.77,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24197.78,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24441.85,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24550.67,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24563.89,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24608.47,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24820.77,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24487.77,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24588.67,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24484.16,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24571.39,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24376.5,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24558.48,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24688.69,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24558.17,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2023-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24476.07,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24306.96,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24298.76,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24515.94,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24327.82,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24108.83,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24240.59,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24606.36,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24329.59,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24328.14,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24400.26,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24493.03,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24433.08,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24251.6,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23845.04,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24242.12,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24562.63,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24429.47,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24432.48,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24309.96,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24249.42,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,24219.76,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23978.71,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23963.28,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23984.4,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23663.37,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23523.06,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23252.67,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23052.9,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23007.05,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,22976.94,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,22948.31,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23344.22,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23403.7,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23477.72,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23500.87,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23225.61,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23202.96,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23204.79,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23346.45,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23136.57,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,23030.51,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,22827.69,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,22704.38,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,22650.66,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,22431.03,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,22584.78,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,22404.45,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,22532.78,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,22452.13,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,22367.52,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,22526.84,
,,,,,,,,,,,,,,,10_benchmark_indices.csv,,2024-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIFTY50,22647.1,
